g5	477	2
g5	413	0
g5	431	2
g5	25	2
g5	629	2
g5	517	2
g5	276	0
g5	213	0
g5	314	2
g5	164	0
g5	544	0
g5	404	0
g5	638	0
g5	146	2
g5	106	2
g5	589	2
g5	418	1
g5	144	2
g5	259	2
g5	462	0
g5	60	0
g5	27	2
g5	211	0
g5	412	2
g5	88	0
g5	376	2
g5	312	2
g5	485	0
g5	227	0
g5	520	0
g5	616	0
g5	135	0
g5	38	0
g5	119	0
g5	444	0
g5	497	0
g5	508	2
g5	50	0
g5	648	2
g5	96	0
g5	203	2
g5	628	2
g5	624	2
g5	289	2
g5	43	0
g5	92	2
g5	299	2
g5	454	0
g5	527	0
g5	229	0
g5	553	0
g5	94	0
g5	658	0
g5	206	2
g5	40	0
g5	415	2
g5	99	0
g5	399	2
g5	246	0
g5	464	0
g5	540	0
g5	335	0
g5	19	0
g5	81	2
g5	0	0
g5	438	0
g5	655	0
g5	125	2
g5	320	0
g5	343	0
g5	47	0
g5	542	0
g5	467	0
g5	303	2
g5	559	0
g5	17	2
g5	192	0
g5	506	2
g5	657	0
g5	286	0
g5	613	0
g5	152	2
g5	177	2
g5	215	0
g5	534	0
g5	248	0
g5	245	2
g5	224	0
g5	159	0
g5	112	0
g5	516	0
g5	577	2
g5	313	2
g5	156	0
g5	268	2
g5	530	2
g5	131	0
g5	489	0
g5	569	0
g5	318	2
g5	111	0
g5	339	0
g5	7	0
g5	149	2
g5	138	0
g5	225	2
g5	120	2
g5	365	0
g5	49	0
g5	273	0
g5	663	2
g5	136	2
g5	179	0
g5	113	0
g5	523	2
g5	250	2
g5	541	2
g5	554	0
g5	371	0
g5	588	2
g5	36	0
g5	348	2
g5	82	0
g5	208	0
g5	392	1
g5	77	0
g5	202	2
g5	653	2
g5	193	0
g5	122	0
g5	660	0
g5	492	0
g5	601	2
g5	551	0
g5	232	0
g5	636	2
g5	581	2
g5	247	0
g5	6	0
g5	71	2
g5	421	1
g5	5	2
g5	70	0
g5	532	0
g5	219	0
g5	188	2
g5	333	0
g5	26	0
g5	316	2
g5	391	0
g5	241	0
g5	174	2
g5	351	0
g5	614	0
g5	46	0
g5	647	0
g5	471	0
g5	338	2
g5	451	0
g5	606	2
g5	274	0
g5	223	0
g5	51	2
g5	133	0
g5	619	0
g5	612	0
g5	145	2
g5	367	0
g5	571	2
g5	45	0
g5	4	0
g5	447	2
g5	422	2
g5	593	0
g5	264	2
g5	435	0
g5	304	2
g5	472	0
g5	389	2
g5	640	2
g5	212	0
g5	294	2
g5	14	0
g5	533	2
g5	16	2
g5	85	0
g5	331	2
g5	288	2
g5	374	0
g5	315	0
g5	642	0
g5	654	2
g5	583	0
g5	410	0
g5	518	0
g5	56	0
g5	33	2
g5	423	2
g5	617	2
g5	400	2
g5	201	0
g5	493	0
g5	476	2
g5	439	0
g5	582	0
g5	395	2
g5	73	0
g5	181	0
g5	428	0
g5	21	2
g5	531	0
g5	558	0
g5	579	2
g5	80	0
g5	432	0
g5	327	0
g5	155	0
g5	24	0
g5	587	0
g5	445	2
g5	528	2
g5	378	0
g5	661	0
g5	501	0
g5	42	0
g5	637	2
g5	353	2
g5	383	0
g5	28	2
g5	442	0
g5	173	0
g5	500	0
g5	237	2
g5	84	0
g5	591	2
g5	488	0
g5	166	0
g5	309	2
g5	68	0
g5	317	0
g5	498	0
g5	470	0
g5	165	0
g5	665	0
g5	652	2
g5	446	0
g5	417	0
g5	255	2
g5	132	0
g5	242	0
g5	515	0
g5	275	0
g5	585	2
g5	453	2
g5	555	2
g5	269	0
g5	110	0
g5	22	0
g5	66	0
g5	162	2
g5	635	0
g5	148	0
g5	204	0
g5	625	0
g5	345	0
g5	195	0
g5	257	0
g5	356	0
g5	86	0
g5	349	2
g5	450	0
g5	664	2
g5	230	0
g5	197	0
g5	123	0
g5	548	0
g5	504	2
g5	359	0
g5	373	0
g5	252	0
g5	560	2
g5	382	0
g5	340	0
g5	236	0
g5	603	0
g5	552	0
g5	361	0
g5	171	0
g5	272	0
g5	398	0
g5	153	2
g5	44	0
g5	124	0
g5	55	0
g5	524	2
g5	168	2
g5	249	0
g5	9	0
g5	57	0
g5	260	0
g5	575	0
g5	184	2
g5	621	2
g5	163	0
g5	52	0
g5	183	0
g5	198	0
g5	370	0
g5	563	0
g5	187	0
g5	466	0
g5	465	0
g5	405	0
g5	397	0
g5	87	0
g5	437	0
g5	151	2
g5	325	1
g5	430	0
g5	307	0
g5	53	0
g5	564	0
g5	170	0
g5	178	0
g5	89	0
g5	15	0
g5	172	0
g5	411	0
g5	256	0
g5	556	2
g5	59	0
g5	302	2
g5	543	0
g5	347	2
g5	414	0
g5	210	2
g5	594	0
g5	354	0
g5	308	2
g5	484	0
g5	78	0
g5	214	0
g5	649	0
g5	143	0
g5	196	2
g5	11	0
g5	311	2
g5	487	2
g5	525	0
g5	545	0
g5	568	0
g5	69	2
g5	507	2
g5	64	0
g5	403	0
g5	137	0
g5	427	0
g5	561	0
g5	503	0
g5	643	2
g5	277	2
g5	505	0
g5	424	2
g5	191	0
g5	436	2
g5	261	2
g5	107	0
